radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,340,1,37640,222842,0,-60.954208374023,14.734725952148,1000,1,1,1362429268,1362429268,0
UMTS,340,2,1010,296048,0,-61.507874,16.26915,1000,6,1,1362519267,1457419205,0
GSM,340,2,2009,17091,0,-60.934982299805,14.56169128418,1000,3,1,1362727996,1362727996,0
UMTS,340,20,102,20391853,0,-61.49789,16.215269,1225,253,1,1363048977,1492358820,0
GSM,340,1,37636,20103,0,-60.96873,14.554205,6670,417,1,1363054851,1591107734,0
UMTS,340,1,37638,221979,0,-60.965285,14.499132,5731,119,1,1363149043,1432498811,0
UMTS,340,1,37638,221982,0,-60.977829,14.53093,1000,5,1,1363149287,1426790535,0
UMTS,340,20,202,21057154,0,-60.941073,14.688213,1000,23,1,1363319525,1491441814,0
UMTS,340,20,202,21057162,0,-60.945335,14.679689,1000,26,1,1363319644,1491441814,0
GSM,340,1,37636,20101,0,-60.954357,14.543806,5194,371,1,1363472234,1591110057,0
UMTS,340,20,202,21057714,0,-61.02439,14.616134,1110,29,1,1363625003,1492540200,0
UMTS,340,20,202,21057513,0,-61.017722,14.615673,1113,29,1,1363625063,1492540200,0
UMTS,340,20,202,21057473,0,-61.026797,14.616662,1359,35,1,1363625124,1490296823,0
UMTS,340,20,202,21057462,0,-61.048965,14.614029,1000,18,1,1363625183,1484596957,0
UMTS,340,20,202,21058002,0,-61.049458,14.619629,1021,53,1,1363625243,1491735857,0
UMTS,340,1,37896,81049,0,-61.555043,16.253821,1000,35,1,1363704500,1488718269,0
GSM,340,1,37893,10102,0,-61.341148,16.321255,4147,397,1,1363719010,1573565844,0
UMTS,340,1,37896,409529,0,-61.510117,16.240952,1000,5,1,1363746410,1481477498,0
UMTS,340,1,37896,409527,0,-61.503524780273,16.238479614258,1000,1,1,1363726803,1363726803,0
UMTS,340,1,37896,148434,0,-61.588898,16.182022,2632,18,1,1363789539,1445026867,0
UMTS,340,1,37896,146483,0,-61.586047,16.197656,2734,11,1,1363789777,1479768366,0
GSM,340,2,2009,19002,0,-60.953676,14.501277,10745,13,1,1363929896,1491545102,0
UMTS,340,1,37640,221722,0,-60.947341918945,14.656448364258,1000,5,1,1364148625,1364148625,0
UMTS,340,1,37896,80598,0,-61.472111,16.201916,1353,8,1,1364177983,1485840941,0
GSM,340,1,37896,17471,0,-61.520004272461,16.250839233398,1000,1,1,1364295179,1364295179,0
UMTS,340,2,1010,290146,0,-61.373996,16.261441,1523,25,1,1364582676,1455134466,0
UMTS,340,1,37894,146753,0,-61.799959,16.282425,1209,28,1,1364609862,1492404684,0
GSM,340,20,102,10991,0,-61.657261,16.261031,5426,19,1,1365010574,1489614609,0
GSM,340,20,102,11672,0,-61.666043,16.272321,1487,13,1,1365010695,1526585163,0
UMTS,340,1,37895,80899,0,-61.420441,16.230927,1123,4,1,1365221162,1438726377,0
GSM,340,1,37892,10682,0,-61.801345,16.26868,17828,374,1,1365374979,1574835918,0
GSM,340,2,2009,31103,0,-60.948715,14.560318,1221,3,1,1365898797,1454170822,0
GSM,340,20,102,10154,0,-61.492364,16.217693,1475,110,1,1365960236,1491982541,0
GSM,340,2,2009,23192,0,-60.998711,14.585588,9451,5,1,1366381939,1462622580,0
GSM,340,20,103,10432,0,-61.702499,16.329346,2580,18,1,1366506245,1486576038,0
UMTS,340,2,1010,286047,0,-61.526871,16.241226,1000,4,1,1366563738,1450808217,0
UMTS,340,2,1010,296047,0,-61.520691,16.252899,1322,2,1,1366609511,1453960906,0
UMTS,340,1,37894,148214,0,-61.718674,15.995865,1000,3,1,1366902191,1436876011,0
UMTS,340,1,37639,223660,0,-61.022701,14.620056,1000,8,1,1367289690,1490479079,0
UMTS,340,1,37640,223641,0,-61.006393432617,14.722366333008,1000,1,1,1367529370,1367529370,0
GSM,340,1,37122,40143,0,-63.092175,18.059637,3854,2000,1,1368067529,1561034127,0
UMTS,340,1,37126,438259,0,-63.096542,18.058777,1000,2,1,1368047908,1368047908,0
UMTS,340,1,37126,438359,0,-63.096542358398,18.058090209961,1000,1,1,1368047848,1368047848,0
GSM,340,1,37122,40176,0,-63.096542358398,18.059463500977,1000,2,1,1368048028,1368048028,0
GSM,340,1,37635,21991,0,-60.999371,14.671884,6189,1998,1,1368586079,1588857700,0
UMTS,340,1,37640,222369,0,-60.976181030273,14.685287475586,1000,2,1,1368566459,1368566459,0
UMTS,340,1,37640,222269,0,-61.005708,14.679796,3234,2,1,1368586318,1434607984,0
UMTS,340,20,202,21057744,0,-61.07356,14.629163,1000,99,1,1368671337,1491138322,0
GSM,340,20,202,20682,0,-61.088618,14.583073,5705,79,1,1368671396,1492129883,0
GSM,340,2,1009,36095,0,-61.356583,16.331863,1000,3,1,1368764227,1450826000,0
UMTS,340,1,37896,149473,0,-61.59204,16.252275,1000,22,1,1368863339,1476123109,0
UMTS,340,1,37896,149475,0,-61.601669,16.255875,1000,15,1,1368863397,1480526970,0
UMTS,340,1,37896,146893,0,-61.60636,16.256009,1016,17,1,1368863577,1477069798,0
UMTS,340,1,37894,148254,0,-61.635705,15.980302,3930,4,1,1369095826,1369095826,0
GSM,340,20,203,20510,0,-61.221657,14.797897,1000,4,1,1369541007,1466866258,0
UMTS,340,2,2010,141195,0,-61.046562,14.618683,1000,4,1,1369854663,1452257396,0
UMTS,340,2,2010,141193,0,-61.050339,14.61937,1000,3,1,1369854781,1452089893,0
GSM,340,2,1009,29093,0,-61.472108,16.203329,13091,25,1,1369961763,1459837305,0
UMTS,340,1,37894,148705,0,-61.660708,15.966006,1312,750,1,1370612444,1488617892,0
UMTS,340,1,37894,148204,0,-61.661781,15.966722,2233,134,1,1370624985,1491717074,0
UMTS,340,1,37896,146703,0,-61.622895,16.226303,7398,413,1,1370637256,1471595379,0
GSM,340,2,2009,33291,0,-61.028029,14.607231,36374,25,1,1370907313,1492362737,0
GSM,340,2,2009,13291,0,-61.002731,14.633637,1951,18,1,1371237307,1490978445,0
GSM,340,20,202,20691,0,-61.100281,14.606799,9033,99,1,1371395768,1540131147,0
UMTS,340,20,202,21057644,0,-61.022529,14.644432,2719,4,1,1371398303,1463322190,0
UMTS,340,20,202,21057134,0,-61.024704,14.648209,2246,3,1,1371398363,1463780287,0
GSM,340,20,202,20391,0,-61.008845,14.625552,6197,14,1,1371412075,1485342959,0
GSM,340,20,202,20600,0,-60.964279,14.620945,1957,19,1,1371412317,1492540200,0
UMTS,340,20,102,20392322,0,-61.566598,16.064954,1499,28,1,1371746502,1491321107,0
UMTS,340,1,37896,146115,0,-61.606489,16.232954,2653,42,1,1371848678,1491648400,0
UMTS,340,1,37896,146704,0,-61.627722,16.221228,1000,16,1,1371848916,1480009391,0
UMTS,340,1,37896,146113,0,-61.591006,16.23436,3678,47,1,1372095590,1490752933,0
UMTS,340,1,37896,146385,0,-61.585703,16.241545,1324,69,1,1372095713,1488718231,0
GSM,340,2,2009,33218,0,-60.991537,14.631729,1708,11,1,1372194870,1453404903,0
UMTS,340,1,37896,146295,0,-61.562772,16.238909,2848,112,1,1372257417,1438307703,0
UMTS,340,1,37896,83008,0,-61.525841,16.249638,1000,8,1,1372279287,1491128966,0
GSM,340,1,37888,10021,0,-61.537059,16.252272,5938,2000,1,1372279498,1590414704,0
UMTS,340,1,37896,80557,0,-61.533852,16.252235,1000,60,1,1372279527,1491542190,0
UMTS,340,1,37896,147085,0,-61.580009,16.240959,2601,36,1,1372280523,1436653524,0
UMTS,340,1,37896,146383,0,-61.584255,16.239166,6659,56,1,1372280583,1488718231,0
UMTS,340,1,37896,146378,0,-61.575623,16.254272,1000,2,1,1372280765,1438379480,0
UMTS,340,1,37896,149094,0,-61.573906,16.250153,1146,4,1,1372280826,1439237344,0
UMTS,340,1,37895,146674,0,-61.563462,16.093752,1166,31,1,1372427497,1492320423,0
GSM,340,1,37888,11923,0,-61.560003,16.08745,18783,572,1,1372427572,1591373548,0
UMTS,340,1,37895,147996,0,-61.565697,16.067817,1000,11,1,1372427617,1439495768,0
GSM,340,1,37892,10266,0,-61.570053,16.05751,1000,18,1,1372427805,1488306181,0
UMTS,340,2,1010,280147,0,-61.427304,16.241918,5167,2,1,1372450294,1453032789,0
UMTS,340,1,37894,146524,0,-61.653375,15.973273,1246,17,1,1372708095,1488617892,0
UMTS,340,1,37894,147984,0,-61.641668,15.976944,1018,54,1,1372708157,1491717074,0
UMTS,340,1,37894,148703,0,-61.656646,15.984009,2902,10,1,1372708219,1491717074,0
UMTS,340,1,37894,147983,0,-61.632202,15.981857,2218,30,1,1372708277,1491717074,0
UMTS,340,1,37894,146514,0,-61.617584,15.973358,3669,18,1,1372708375,1488306186,0
UMTS,340,1,37895,148534,0,-61.586884,16.012985,1000,10,1,1372708706,1440954643,0
UMTS,340,1,37895,148533,0,-61.584995,16.017343,4167,37,1,1372708764,1439495773,0
UMTS,340,1,37895,147893,0,-61.571115,16.050816,1000,23,1,1372708889,1459026482,0
UMTS,340,1,37896,146706,0,-61.621679,16.227392,6533,27,1,1372710444,1471595379,0
UMTS,340,1,37896,148438,0,-61.594928,16.18133,6274,52,1,1372796465,1491866934,0
UMTS,340,1,37896,148435,0,-61.591934,16.179942,2447,163,1,1372799235,1505852191,0
UMTS,340,1,37894,148704,0,-61.651197,15.973306,1420,32,1,1372942835,1487527235,0
UMTS,340,1,37894,146513,0,-61.611462,15.996425,6234,24,1,1372969808,1505852213,0
UMTS,340,1,37894,146683,0,-61.598219,16.003632,1619,66,1,1372969989,1505852276,0
UMTS,340,1,37896,147304,0,-61.585022,16.160202,1691,29,1,1373058825,1486413017,0
UMTS,340,1,37896,146484,0,-61.60838,16.187102,2271,17,1,1373059065,1486413017,0
UMTS,340,1,37896,146488,0,-61.608324,16.20389,4178,32,1,1373059125,1491512873,0
UMTS,340,1,37640,222084,0,-60.991287231445,14.782791137695,1000,2,1,1373221888,1373221888,0
GSM,340,1,37888,10602,0,-61.56182,16.091952,18716,751,1,1373323097,1590759045,0
UMTS,340,1,37896,146298,0,-61.564666,16.240271,1000,23,1,1373400778,1438721154,0
GSM,340,1,37892,12633,0,-61.667019,15.964898,6063,2000,1,1373633417,1575016774,0
UMTS,340,1,37895,146334,0,-61.577836,16.038285,2666,9,1,1373663040,1491543913,0
UMTS,340,1,37895,146335,0,-61.565911,16.057598,1000,7,1,1373663097,1437732080,0
UMTS,340,1,37895,147993,0,-61.56699,16.06672,1000,14,1,1373663156,1436302487,0
UMTS,340,1,37896,146114,0,-61.603565,16.21131,4327,60,1,1373664583,1526209509,0
UMTS,340,1,37896,146485,0,-61.60664,16.204029,3342,58,1,1373664646,1490752933,0
UMTS,340,1,37896,147486,0,-61.63586,16.211139,1443,11,1,1373664763,1491648400,0
UMTS,340,1,37896,147483,0,-61.622597,16.213033,1000,17,1,1373664823,1491648400,0
UMTS,340,1,37896,82390,0,-61.502348,16.211014,1892,7,1,1374017961,1480872639,0
UMTS,340,1,37896,82387,0,-61.498856,16.206894,1000,5,1,1374018021,1473658829,0
UMTS,340,1,37896,80697,0,-61.499846,16.214398,1000,28,1,1374019053,1491128966,0
GSM,340,1,37888,10161,0,-61.500532,16.213748,9968,1996,1,1374019354,1584134942,0
UMTS,340,1,37896,80699,0,-61.504715,16.213303,1000,15,1,1374020456,1490720049,0
UMTS,340,1,37896,82388,0,-61.496384,16.205521,1000,5,1,1374020638,1480872639,0
UMTS,340,2,2010,181206,0,-60.946884,14.748459,1698,3,1,1374034164,1459177185,0
UMTS,340,2,2010,181205,0,-60.944595336914,14.733352661133,1000,1,1,1374014485,1374014485,0
UMTS,340,1,37895,409009,0,-61.417494,16.230022,26138,6,1,1374065012,1486757521,0
UMTS,340,1,37894,146523,0,-61.602058,15.990773,3888,8,1,1374082405,1490428826,0
UMTS,340,1,37894,147985,0,-61.631069,15.986481,1874,8,1,1374082524,1460482783,0
GSM,340,1,37635,21823,0,-61.031455,14.785692,3110,592,1,1374089361,1568216556,0
UMTS,340,1,37896,147303,0,-61.588431,16.177718,1066,98,1,1374179834,1486413017,0
GSM,340,1,37892,12632,0,-61.652303,15.973632,1000,65,1,1374238918,1590489689,0
GSM,340,20,202,20112,0,-60.960613,14.58989,2738,63,1,1374382306,1492540200,0
GSM,340,20,202,20870,0,-60.946716,14.591712,1894,58,1,1374382399,1492540200,0
UMTS,340,1,37894,148615,0,-61.729317,15.995064,1000,12,1,1374762011,1492320423,0
UMTS,340,1,37894,148618,0,-61.728737,15.993357,1000,9,1,1374762191,1505852235,0
UMTS,340,1,37894,148275,0,-61.719506,15.985794,1000,11,1,1374762312,1491717074,0
UMTS,340,1,37896,147307,0,-61.583244,16.15416,1464,20,1,1374778344,1486413017,0
UMTS,340,1,37896,147306,0,-61.588262,16.177088,1592,27,1,1374778585,1486413017,0
UMTS,340,1,37896,146248,0,-61.556992,16.242416,1000,30,1,1374782451,1438721154,0
UMTS,340,1,37896,146245,0,-61.557179,16.242589,1487,129,1,1374782575,1434125355,0
UMTS,340,1,37894,148207,0,-61.660596,15.965063,4581,121,1,1375210827,1505852285,0
UMTS,340,1,37896,146707,0,-61.629868,16.220627,1000,2,1,1375217375,1439542461,0
UMTS,340,1,37895,146508,0,-61.581345,16.137772,1000,3,1,1375273792,1439495768,0
UMTS,340,1,37895,148606,0,-61.577225,16.135941,1824,3,1,1375273852,1436950051,0
UMTS,340,1,37895,148607,0,-61.561575,16.108893,11989,11,1,1375273913,1457963369,0
UMTS,340,1,37894,146684,0,-61.607723,15.985537,2528,16,1,1375274868,1491543913,0
UMTS,340,1,37896,146117,0,-61.602313,16.211014,2219,31,1,1375298628,1491512873,0
UMTS,340,1,37894,146263,0,-61.690027,15.991926,1000,10,1,1375382888,1505852122,0
UMTS,340,1,37894,146264,0,-61.702299,15.996574,1000,13,1,1375382949,1505852369,0
UMTS,340,1,37894,146267,0,-61.698532,15.995603,1000,7,1,1375383129,1488306186,0
UMTS,340,1,37894,148208,0,-61.664203,16.025816,9791,7,1,1375383841,1489874941,0
UMTS,340,1,37895,147995,0,-61.563492,16.079865,2375,12,1,1375385070,1439495768,0
UMTS,340,1,37895,146675,0,-61.567245,16.108017,1000,5,1,1375385371,1439495768,0
UMTS,340,20,202,21057362,0,-60.93996,14.561634,1000,24,1,1375418558,1477718905,0
UMTS,340,1,37896,80827,0,-61.542311,16.247253,1000,20,1,1375454795,1494774663,0
UMTS,340,1,37896,80558,0,-61.539765,16.247735,1000,30,1,1375455277,1494782893,0
UMTS,340,1,37894,147913,0,-61.723251342773,16.044845581055,1000,1,1,1375622167,1375622167,0
UMTS,340,1,37895,148604,0,-61.570316,16.113261,3201,11,1,1375791388,1457963369,0
UMTS,340,1,37895,146673,0,-61.56498,16.103897,1000,8,1,1375791450,1439495768,0
UMTS,340,1,37895,148603,0,-61.576652,16.1269,1956,4,1,1375906579,1439495773,0
UMTS,340,1,37895,146504,0,-61.585236,16.12793,1000,2,1,1375906638,1439495768,0
UMTS,340,1,37896,146394,0,-61.593819,16.244087,2922,12,1,1375907555,1449667986,0
UMTS,340,1,37896,146393,0,-61.590148,16.251685,4630,13,1,1375907676,1448606362,0
UMTS,340,1,37896,146398,0,-61.589584,16.252441,1000,6,1,1375907797,1448077104,0
UMTS,340,1,37896,147084,0,-61.569247,16.239853,1477,28,1,1375968296,1437172045,0
UMTS,340,1,37896,147088,0,-61.578903,16.239853,1000,9,1,1375968357,1436786078,0
UMTS,340,1,37896,146254,0,-61.588886,16.241208,2031,76,1,1375968417,1489170579,0
UMTS,340,1,37896,149353,0,-61.593109,16.241158,2110,60,1,1375995276,1471595327,0
UMTS,340,1,37896,149306,0,-61.595339,16.240795,2916,35,1,1375995458,1399480524,0
GSM,340,1,37892,11822,0,-61.583119,16.035945,11625,758,1,1376073348,1591378905,0
GSM,340,1,37888,10042,0,-61.605951,16.210219,23510,1630,1,1376154898,1591182371,0
UMTS,340,1,37896,146384,0,-61.586758,16.234151,2063,46,1,1376155035,1486413017,0
GSM,340,1,37888,10041,0,-61.591355,16.237982,28117,2000,1,1376155144,1591390989,0
GSM,340,1,37892,10262,0,-61.576834,16.054414,16501,2000,1,1376278456,1591278726,0
UMTS,340,1,37896,146487,0,-61.5794,16.212044,4195,8,1,1376340064,1476939364,0
UMTS,340,1,37896,83152,0,-61.527468,16.221582,1000,23,1,1376517413,1486757562,0
UMTS,340,1,37896,83149,0,-61.528416,16.220541,1000,16,1,1376517472,1488449327,0
UMTS,340,1,37896,410908,0,-61.527557,16.219254,1000,2,1,1376517533,1408433823,0
UMTS,340,1,37896,410909,0,-61.527557,16.222687,1000,2,1,1376517594,1408433823,0
UMTS,340,1,37896,81690,0,-61.524124145508,16.227493286133,1000,7,1,1376517652,1486254081,0
UMTS,340,1,37896,80571,0,-61.523987,16.234497,1000,10,1,1376517716,1491137171,0
UMTS,340,20,102,20392043,0,-61.599058,16.216089,1162,23,1,1376518517,1475323870,0
UMTS,340,20,102,20392543,0,-61.604719,16.240196,1718,16,1,1376518580,1489345009,0
UMTS,340,1,37896,81629,0,-61.545181,16.253014,1614,12,1,1376519151,1486413017,0
UMTS,340,1,37896,149307,0,-61.601245,16.238841,1000,19,1,1376521821,1397495613,0
GSM,340,1,37888,10073,0,-61.437984,16.226748,2812,1997,1,1376597244,1589190606,0
GSM,340,1,37888,12681,0,-61.473155,16.225111,3218,2000,1,1376609107,1591447450,0
GSM,340,2,1009,12297,0,-61.552589,16.232664,3655,528,1,1376611271,1492266913,0
UMTS,340,2,1010,274351,0,-61.574532,16.246154,1000,17,1,1376611323,1455641849,0
UMTS,340,2,1010,274347,0,-61.576309,16.250839,1000,2,1,1376611724,1457419205,0
GSM,340,20,102,10060,0,-61.502522,16.238504,1143,115,1,1376702877,1491491222,0
UMTS,340,20,102,20391762,0,-61.510472,16.239094,1000,85,1,1376703162,1492202786,0
UMTS,340,20,202,21057743,0,-61.064712,14.633743,1000,15,1,1376989158,1485352758,0
GSM,340,20,202,20681,0,-61.062674,14.626115,1271,57,1,1377022931,1491138349,0
GSM,340,1,37888,12363,0,-61.60529,16.173027,8459,2000,1,1377117615,1591459439,0
UMTS,340,1,37896,146975,0,-61.56462,16.242216,1000,43,1,1377118291,1438252100,0
UMTS,340,20,102,20392102,0,-61.662952,16.279622,3079,219,1,1377196752,1487706873,0
UMTS,340,20,102,20392862,0,-61.579057,16.164451,10306,32,1,1377731317,1491755405,0
UMTS,340,1,37640,287886,0,-61.164572,14.70183,1248,22,1,1377960979,1486100980,0
GSM,340,20,201,20860,0,-60.863228,14.485703,2244,12,1,1378274224,1491327703,0
UMTS,340,20,201,21057322,0,-60.867004,14.495087,1000,2,1,1378274344,1451657415,0
UMTS,340,1,37896,146243,0,-61.555782,16.242976,3077,496,1,1378331457,1438252100,0
GSM,340,1,37892,10267,0,-61.566696,16.070663,1472,5,1,1378470625,1488306181,0
UMTS,340,1,37896,146118,0,-61.604092,16.228338,1972,13,1,1378589672,1486757562,0
UMTS,340,1,37896,80889,0,-61.459481,16.214251,1000,14,1,1378685307,1486565178,0
UMTS,340,1,37896,148437,0,-61.587057,16.183548,6499,23,1,1378762396,1475678958,0
UMTS,340,1,37896,146225,0,-61.567001,16.241684,1210,18,1,1378842099,1435852139,0
UMTS,340,1,37896,146978,0,-61.565781,16.242256,1000,12,1,1378842279,1432233060,0
UMTS,340,1,37896,146974,0,-61.561813,16.241379,1670,9,1,1378843650,1438252100,0
UMTS,340,1,37896,148464,0,-61.557999,16.241074,3983,9,1,1378843712,1438252100,0
GSM,340,20,103,10491,0,-61.700128,16.186782,5839,31,1,1378949562,1492358801,0
UMTS,340,1,37895,146505,0,-61.578597,16.127701,3214,3,1,1378989348,1439784431,0
UMTS,340,1,37895,146507,0,-61.587982,16.126557,1165,2,1,1378989407,1436552253,0
UMTS,340,1,37896,146246,0,-61.555686,16.243059,1000,233,1,1379008419,1436949809,0
UMTS,340,1,37896,81298,0,-61.5588,16.232643,1901,4,1,1379010477,1466792080,0
UMTS,340,1,37896,147087,0,-61.570473,16.238937,1000,12,1,1379011480,1438425686,0
UMTS,340,1,37896,146973,0,-61.559468,16.244551,1000,19,1,1379011985,1438252100,0
UMTS,340,1,37896,146976,0,-61.55958,16.244597,1000,11,1,1379012095,1414161807,0
UMTS,340,1,37896,149354,0,-61.604275,16.234069,5021,33,1,1379013132,1487049178,0
UMTS,340,1,37896,146386,0,-61.580752,16.239853,1061,17,1,1379021936,1488718231,0
UMTS,340,1,37896,147305,0,-61.605972,16.1819,1000,5,1,1379075559,1461699459,0
GSM,340,1,37888,10043,0,-61.608105,16.231943,25675,2000,1,1379102854,1591287444,0
GSM,340,1,37888,10906,0,-61.562576,16.240768,1000,6,1,1379356625,1489091840,0
GSM,340,20,203,20852,0,-61.144606,14.77514,1593,14,1,1379384557,1491138353,0
UMTS,340,1,37896,146388,0,-61.586165,16.240418,1000,17,1,1379433756,1480701814,0
UMTS,340,1,37896,146116,0,-61.590907,16.233029,1000,22,1,1379508717,1505852095,0
UMTS,340,1,37896,146257,0,-61.589418,16.241726,1000,11,1,1379527036,1488718269,0
UMTS,340,1,37896,147504,0,-61.613388,16.231442,1000,8,1,1379532623,1449331042,0
UMTS,340,1,37896,82389,0,-61.569514,16.172497,6762,6,1,1379596233,1505818977,0
GSM,340,1,37888,10343,0,-61.490665,16.207966,10407,1999,1,1379596434,1562251706,0
UMTS,340,1,37896,81419,0,-61.526870727539,16.261825561523,1000,1,1,1379614314,1379614314,0
UMTS,340,1,37896,81527,0,-61.526871,16.261276,1000,5,1,1379634175,1477037855,0
UMTS,340,1,37896,81577,0,-61.527557,16.257591,1000,12,1,1379634356,1487659842,0
UMTS,340,1,37896,82918,0,-61.519265,16.251051,1447,13,1,1379634416,1491128966,0
UMTS,340,1,37896,81047,0,-61.548656,16.254023,2406,22,1,1379639457,1490752933,0
UMTS,340,1,37896,148468,0,-61.561546,16.253586,1000,4,1,1379639519,1439237344,0
UMTS,340,1,37896,149284,0,-61.58068,16.25297,1023,30,1,1379639579,1505852257,0
UMTS,340,1,37896,149476,0,-61.59502,16.252213,1834,8,1,1379639646,1462699716,0
GSM,340,1,37888,10173,0,-61.564401,16.238545,9621,517,1,1379689261,1587474837,0
GSM,340,1,37888,10152,0,-61.56381,16.237763,7584,1132,1,1379689321,1575990634,0
UMTS,340,1,37896,146247,0,-61.546096,16.22818,1904,2,1,1379770865,1436950182,0
UMTS,340,1,37895,147998,0,-61.548847,16.100694,6276,3,1,1379940478,1436950473,0
UMTS,340,1,37895,146514,0,-61.626091,15.980988,1000,4,1,1379922600,1379922600,0
GSM,340,1,37892,11912,0,-61.639794,15.974968,929,858,1,1379942536,1590670546,0
GSM,340,1,37892,10643,0,-61.64768,15.975704,825,169,1,1379942581,1590670315,0
GSM,340,1,37888,11231,0,-61.58898,16.194014,22671,2000,1,1379961745,1590760345,0
GSM,340,1,37888,10433,0,-61.589219,16.178617,21173,875,1,1379961839,1589201482,0
UMTS,340,1,37896,146894,0,-61.601715,16.23024,1853,4,1,1379967484,1448606263,0
GSM,340,1,37888,11303,0,-61.624347,16.182838,18560,2000,1,1379974728,1589197567,0
UMTS,340,1,37896,146387,0,-61.585709,16.235916,1300,45,1,1380029333,1463842336,0
UMTS,340,1,37896,146228,0,-61.563492,16.241226,1000,3,1,1380030067,1433046488,0
GSM,340,1,37888,12367,0,-61.593207,16.175487,1649,23,1,1380124902,1484586055,0
UMTS,340,1,37896,146897,0,-61.591415,16.222458,2133,3,1,1380289286,1468851539,0
GSM,340,1,37888,10351,0,-61.448412,16.208401,8015,1998,1,1381085935,1582816622,0
UMTS,340,1,37896,80887,0,-61.494389,16.221643,4831,23,1,1381086004,1490373666,0
UMTS,340,1,37896,409688,0,-61.471481,16.209641,1000,3,1,1381066372,1381066372,0
UMTS,340,1,37896,83219,0,-61.49104,16.217506,1511,11,1,1381086196,1486413017,0
UMTS,340,1,37896,409687,0,-61.481552,16.21582,1000,2,1,1381086232,1435778796,0
UMTS,340,1,37896,146705,0,-61.623001,16.233229,3855,17,1,1381244569,1492282782,0
UMTS,340,1,37896,146374,0,-61.570044,16.252213,1000,16,1,1381669368,1437732076,0
